name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;207;0;207;5499;3711;5499;3711;0
header;855;398;855;453;3592;453;3592;398
A;2233;511;2233;565;2279;565;2279;511
A;3425;1182;3425;1190;3434;1190;3434;1182
B;1359;1456;1359;1500;1412;1500;1412;1456
B;2239;1635;2239;1687;2278;1687;2278;1635
A;1341;1663;1341;1665;1343;1665;1343;1663
C;2228;2755;2228;2810;2263;2810;2263;2755
B;1185;3284;1185;3315;1209;3315;1209;3284
A;3130;3813;3130;3824;3139;3824;3139;3813
B;3440;3853;3440;3896;3462;3896;3462;3853
D;2218;3874;2218;3926;2255;3926;2255;3874
B;1807;4066;1807;4095;1843;4095;1843;4066
B;893;4073;893;4101;930;4101;930;4073
B;2153;4576;2153;4608;2179;4608;2179;4576
A;749;4927;749;4931;754;4931;754;4927
A;2838;5083;2838;5145;2844;5145;2844;5083
A;2907;5104;2907;5145;2913;5145;2913;5104
A;1696;5150;1696;5152;1697;5152;1697;5150
A;1636;5174;1636;5179;1642;5179;1642;5174
A;2490;5181;2490;5250;2496;5250;2496;5181
A;2893;5181;2893;5250;2899;5250;2899;5181
A;1907;5195;1907;5201;1913;5201;1913;5195
