name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;207;0;207;5499;3774;5499;3774;0
header;780;408;780;464;3774;464;3774;408
A;1467;308;1467;309;1468;309;1468;308
A;2165;516;2165;573;2209;573;2209;516
A;3577;1471;3577;1513;3601;1513;3601;1471
A;3590;1558;3590;1567;3601;1567;3601;1558
B;2168;1630;2168;1687;2209;1687;2209;1630
A;3259;1630;3259;1639;3269;1639;3269;1630
A;3351;1702;3351;1713;3361;1713;3361;1702
C;2169;2814;2169;2868;2203;2868;2203;2814
D;2166;3789;2166;3842;2205;3842;2205;3789
B;1046;4611;1046;4639;1071;4639;1071;4611
A;1914;4849;1914;4849;1914;4849;1914;4849
A;2079;4963;2079;4964;2080;4964;2080;4963
A;2838;5083;2838;5145;2844;5145;2844;5083
A;2907;5104;2907;5145;2913;5145;2913;5104
A;2490;5181;2490;5250;2496;5250;2496;5181
A;2893;5181;2893;5250;2899;5250;2899;5181
